id 	 symbal	     lable	     description
3661 	 /m/026n047 	 Juan Mata	 Spanish asscoation football player 
3662 	 /m/026n13j 	 AC Arles	 association football club in France 
3663 	 /m/026n3rs 	 Craig Carlson	 American screenwriter 
3664 	 /m/026n4h6 	 I Know Who Killed Me	 2007 film by Chris Sivertson 
3665 	 /m/026n6cs 	 Josh Griffith	 American television producer and writer 
3666 	 /m/026n998 	 Frederick Johnson	 American writer 
3667 	 /m/026n9h3 	 Trent Jones	 American screenwriter 
3668 	 /m/026njb5 	 Red Road	 2006 film by Andrea Arnold 
3669 	 /m/026ny 	 dystopia	 undesirable state of society 
3670 	 /m/026p4q7 	 The Curious Case of Benjamin Button	 2008 film by David Fincher 
3671 	 /m/026p_bs 	 The Prize	 1963 film by Mark Robson 
3672 	 /m/026ps1 	 Diana Krall	 Canadian musician 
3673 	 /m/026pz9s 	 Sovereign Military Order of Malta	 Catholic hospitaller order 
3674 	 /m/026q3s3 	 Detective Conan: Captured in Her Eyes	 2000 film by Kenji Kodama 
3675 	 /m/026qnh6 	 Australia	 2008 film by Baz Luhrmann 
3676 	 /m/026r8q 	 Matt Dillon	 American actor 
3677 	 /m/026rm_y 	 Christoph Waltz	 German Austrian actor 
3678 	 /m/026rsl9 	 Latin Grammy Award for Best Male Pop Vocal Album	 None 
3679 	 /m/026s90 	 PolyGram	 label recording company 
3680 	 /m/026sb55 	 Alan Hume	 English cinematographer 
3681 	 /m/026sdt1 	 costume designer	 person who designs costumes 
3682 	 /m/026spg 	 Natalie Cole	 American singer and songwriter 
3683 	 /m/026ssfj 	 New York University Stern School of Business	 business school 
3684 	 /m/026sv5l 	 Mukesh Rishi	 Indian actor 
3685 	 /m/026t6 	 drum	 type of musical instrument of the percussion family 
3686 	 /m/026v1nw 	 Q16154753	 None 
3687 	 /m/026v1z 	 TV Asahi	 Japanese television network 
3688 	 /m/026v437 	 Paz de la Huerta	 American actress 
3689 	 /m/026v5 	 Digital Equipment Corporation	 U.S. corporation 
3690 	 /m/026v_78 	 Ernest Haller	 American cinematographer 
3691 	 /m/026vcc 	 Pepperdine University	 private university near Malibu, California, USA 
3692 	 /m/026w398 	 Purdue Boilermakers men's basketball	 men's basketball team of Purdue University 
3693 	 /m/026w_gk 	 Jeff Richmond	 American composer, television actor and producer 
3694 	 /m/026wlnm 	 Duke Blue Devils men's basketball	 college men's basketball team representing Duke University 
3695 	 /m/026wlxw 	 Get Smart	 2008 film by Peter Segal 
3696 	 /m/026wmz6 	 505 Games	 video game publishing division of Digital Bros 
3697 	 /m/026wp 	 democracy	 system of government in which citizens elect representatives to form a governing body, sometimes called "rule of the majority" 
3698 	 /m/026xt5c 	 Daniel Haller	 American film and television director 
3699 	 /m/026xxv_ 	 North Carolina Tar Heels men's basketball	 None 
3700 	 /m/026y05 	 productivity	 an average measure of the efficiency of production 
3701 	 /m/026y23w 	 Wayne Dyer	 Montserrat international footballer 
3702 	 /m/026y3cf 	 Roots: The Next Generations	 American TV miniseries 
3703 	 /m/026yqrr 	 Jim Jonsin	 American record producer 
3704 	 /m/026z9 	 disco	 music genre 
3705 	 /m/026zlh9 	 The Go-Between	 British film, 1970 
3706 	 /m/026zt 	 Danube	 river in Central Europe 
3707 	 /m/026zvx7 	 Lyndsy Fonseca	 American actress 
3708 	 /m/027024 	 Northampton Town F.C.	 association football club in Northampton, England, Storbritannien, UK 
3709 	 /m/02704ff 	 Burn After Reading	 2008 film by Joel Coen, Ethan Coen 
3710 	 /m/0270k40 	 Cirque du Freak: The Vampire's Assistant	 2010 film by Paul Weitz 
3711 	 /m/02725hs 	 Captain Corelli's Mandolin	 2001 film by John Madden 
3712 	 /m/0272_vz 	 Mamma Mia!	 2008 romantic comedy musical movie 
3713 	 /m/0272kv 	 Dino De Laurentiis	 film producer 
3714 	 /m/0272vm 	 Northern Ireland national football team	 men's national association football team representing Northern Ireland 
3715 	 /m/0274ck 	 Devin Townsend	 Canadian musician 
3716 	 /m/0274v0r 	 AACTA Award for Best Cinematography	 None 
3717 	 /m/02754c9 	 Pinocchio	 2002 Italian film directed by Roberto Benigni 
3718 	 /m/02756j 	 Kareena Kapoor	 Indian actress 
3719 	 /m/027571b 	 Los Angeles Film Critics Association Award for Best Actress	 None 
3720 	 /m/0275_pj 	 Stephen Demorest	 American screenwriter 
3721 	 /m/0275kr 	 Good Morning America	 American morning television show broadcast on ABC 
3722 	 /m/0275n3y 	 Satellite Awards 2006	 None 
3723 	 /m/02760sl 	 Lisa Connor	 American television director, writer and producer 
3724 	 /m/0276g40 	 Alok Nath	 Indian actor 
3725 	 /m/0276jmv 	 David Zayas	 Puerto Rican actor 
3726 	 /m/02773m2 	 John Riggi	 American television writer, producer, director, and actor 
3727 	 /m/02773nt 	 Robert Carlock	 American television producer and writer 
3728 	 /m/0277470 	 Don Scardino	 American actor 
3729 	 /m/027752 	 United National Party	 Political party in Sri Lanka 
3730 	 /m/02778pf 	 Marci Klein	 American television producer 
3731 	 /m/02778qt 	 David Miner	 American television producer 
3732 	 /m/02778tk 	 Matt Hubbard	 American screenwriter 
3733 	 /m/02778yp 	 Kay Cannon	 American actress and writer 
3734 	 /m/0277990 	 John Lutz	 American actor and writer (b. 1973) 
3735 	 /m/02779r4 	 Mark Johnson	 American film producer 
3736 	 /m/0277c3 	 Meshell Ndegeocello	 American musician 
3737 	 /m/0277g 	 dentistry	 branch of medicine 
3738 	 /m/0277j40 	 Get Shorty	 1995 comedy film 
3739 	 /m/0277jc 	 University of Basel	 university in in Basel, Switzerland 
3740 	 /m/02784z 	 Herbert Lom	 Czech-born film and television actor 
3741 	 /m/0278rq7 	 Silver Screen Partners	 None 
3742 	 /m/0278x6s 	 Brian Geraghty	 American actor 
3743 	 /m/027986c 	 Los Angeles Film Critics Association Award for Best Actor	 None 
3744 	 /m/0279c15 	 Chicago Film Critics Association Award for Best Actor	 None 
3745 	 /m/027_sn 	 Billy Dee Williams	 actor 
3746 	 /m/027_tg 	 FX	 American cable television network 
3747 	 /m/027b43 	 University of North Dakota	 None 
3748 	 /m/027b9j5 	 London Film Critics Circle Award for Actor of the Year	 None 
3749 	 /m/027b9k6 	 London Film Critics Circle Award for Actress of the Year	 None 
3750 	 /m/027b9ly 	 London Film Critics Circle Award for Director of the Year	 None 
3751 	 /m/027bs_2 	 John Ortiz	 born 1968; American actor and artistic director 
3752 	 /m/027c924 	 National Board of Review Award for Best Director	 None 
3753 	 /m/027c95y 	 National Board of Review Award for Best Actor	 None 
3754 	 /m/027ct7c 	 Fiddler on the Roof	 American 1971 film directed by Norman Jewison 
3755 	 /m/027cxsm 	 Ben Silverman	 American television executive 
3756 	 /m/027cyf7 	 National Board of Review Award for Best Cast	 award 
3757 	 /m/027d5g5 	 Tonino Guerra	 Italian concentration camp survivor, poet, writer and screenwriter 
3758 	 /m/027dcbn 	 Count Dracula	 Fictional character created by Bram Stoker 
3759 	 /m/027dpx 	 Mike Portnoy	 American drummer 
3760 	 /m/027dtv3 	 Jack Huston	 British actor 
3761 	 /m/027dtxw 	 BAFTA Award for Best Actor in a Supporting Role	 award 
3762 	 /m/027f2w 	 Doctor of Medicine	 postgraduate medical degree 
3763 	 /m/027f3ys 	 Frontiers Records	 record label 
3764 	 /m/027f7dj 	 Octavia Spencer	 American actress 
3765 	 /m/027ffq 	 Preston North End F.C.	 English professional association football club 
3766 	 /m/027fwmt 	 The Wiz	 1978 film by Sidney Lumet 
3767 	 /m/027g6p7 	 cryptoxanthin	 chemical compound 
3768 	 /m/027g8gr 	 ASAP	 None 
3769 	 /m/027gs1_ 	 Primetime Emmy Award for Outstanding Directing for a Comedy Series	 award 
3770 	 /m/027gy0k 	 Speed Racer	 2008 American sports action film 
3771 	 /m/027h4yd 	 Tony Award for Best Costume Design	 None 
3772 	 /m/027hjff 	 13th Screen Actors Guild Awards	 ceremony on 28 January 2007 concerning films released in 2006 
3773 	 /m/027hljt 	 Central Alberta	 region in the province of Alberta, Canada 
3774 	 /m/027hm_ 	 Charlie Daniels	 American singer and musician 
3775 	 /m/027hnjh 	 Frank Spotnitz	 writer, producer 
3776 	 /m/027hq5f 	 Tony Longo	 American actor 
3777 	 /m/027ht3n 	 Michelle Dockery	 English actress and singer 
3778 	 /m/027j79k 	 Chris Sheridan	 American screenwriter 
3779 	 /m/027j9wd 	 Ice Age: Dawn of the Dinosaurs	 2009 American animated film 
3780 	 /m/027jbr 	 National Museum of Racing and Hall of Fame	 None 
3781 	 /m/027jk 	 Djibouti	 country in Africa 
3782 	 /m/027jq2 	 Emir Kusturica	 Serbian film director, actor and musician of Bosnian origin 
3783 	 /m/027jw0c 	 Constantin Film	 None 
3784 	 /m/027km64 	 Susan Blu	 Voice actress and director 
3785 	 /m/027kmrb 	 Steve Tisch	 American businessman 
3786 	 /m/027kp3 	 Fordham University	 American university 
3787 	 /m/027kwc 	 Foreigner	 rock band from America and England 
3788 	 /m/027l0b 	 Gene Wilder	 American actor 
3789 	 /m/027l4q 	 Pacific Palisades	 neighborhood in Los Angeles, California 
3790 	 /m/027lf1 	 Midway Games	 former American video game developer and publisher 
3791 	 /m/027lfrs 	 Om Shivpuri	 Indian actor 
3792 	 /m/027m5wv 	 The Shipping News	 2001 film by Lasse Hallström 
3793 	 /m/027m67 	 Days of Being Wild	 1991 film by Wong Kar-wai 
3794 	 /m/027mdh 	 University of San Francisco	 Jesuit Catholic university in San Francisco, California 
3795 	 /m/027mvrc 	 2006 Major League Baseball season	 None 
3796 	 /m/027n06w 	 Writers Guild of America Awards 2006	 None 
3797 	 /m/027n4zv 	 Rich Sommer	 American actor 
3798 	 /m/027nb 	 Dominica	 country in the Caribbean 
3799 	 /m/027nnh 	 Conservative Party of Canada	 former Canadian political party active under various names from 1867 to 1942 
3800 	 /m/027pdrh 	 Anne V. Coates	 British film editor 
3801 	 /m/027pfb2 	 Scarlett	 Television series 
3802 	 /m/027pfg 	 Big Fish	 2003 film by Tim Burton 
3803 	 /m/027pwl 	 Bradford City A.F.C.	 English professional association football club 
3804 	 /m/027pwzc 	 1985 Major League Baseball season	 None 
3805 	 /m/027qb1 	 commissioner	 title given to a member of a commission or to an individual who has been given a commission 
3806 	 /m/027qgy 	 My Big Fat Greek Wedding	 2002 film by Joel Zwick 
3807 	 /m/027qpc 	 Dominion of New Zealand	 former dominion of the British Empire 
3808 	 /m/027qq9b 	 Daytime Emmy Award for Outstanding Drama Series	 None 
3809 	 /m/027r0_f 	 Dal McKennon	 voice actor 
3810 	 /m/027r7k 	 Murder by Decree	 1979 film by Bob Clark 
3811 	 /m/027r8p 	 Maura Tierney	 American film and television actress, born 1965 
3812 	 /m/027r9t 	 Almost Famous	 2000 film by Cameron Crowe 
3813 	 /m/027rfxc 	 Dorothy Spencer	 American film editor 
3814 	 /m/027rn 	 Dominican Republic	 country in the Caribbean 
3815 	 /m/027rpym 	 Oklahoma!	 1955 film by Fred Zinnemann 
3816 	 /m/027rqbx 	 Baltimore metropolitan area	 None 
3817 	 /m/027rwmr 	 Michael Lantieri	 special effects supervisor 
3818 	 /m/027s39y 	 WALL·E	 2008 American computer-animated romantic science fiction film 
3819 	 /m/027s4dn 	 Miss Golden Globe	 None 
3820 	 /m/027t8fw 	 Dean Semler	 Australian film director 
3821 	 /m/027tbrc 	 The Tudors	 historical fiction television series 
3822 	 /m/027vps 	 Joseph L. Mankiewicz	 American film director, screenwriter, and producer 
3823 	 /m/027wvb 	 Patna	 capital city of Bihar, India 
3824 	 /m/027x4ws 	 Dorothy Canfield Fisher Children's Book Award	 None 
3825 	 /m/027x7z5 	 Queen of the Damned	 2001 film by Michael Rymer 
3826 	 /m/027xbpw 	 Danny Smith	 writer and voice actor 
3827 	 /m/027xq5 	 Glasgow School of Art	 Scottish fine art school 
3828 	 /m/027xx3 	 Santa Clara University	 private non-profit Jesuit university located in Santa Clara, California 
3829 	 /m/027y151 	 Willie D. Burton	 Sound engineer 
3830 	 /m/027y_ 	 Douglas Coupland	 Canadian novelist, short story writer, playwright, and graphic designer 
3831 	 /m/027ybp 	 California Polytechnic State University	 university located in San Luis Obispo, California 
3832 	 /m/027ydt 	 Eastern Kentucky University	 university 
3833 	 /m/027yf83 	 Texas Longhorns men's basketball	 men's basketball team of the University of Texas 
3834 	 /m/027yjnv 	 2008 Tour de France	 None 
3835 	 /m/027z0pl 	 Gary Barber	 American film producer of South African descent 
3836 	 /m/027zz 	 David Fincher	 American film director 
3837 	 /m/0280061 	 This Is England	 2006 British drama film written and directed by Shane Meadows 
3838 	 /m/0280mv7 	 John Bailey	 American cinematographer and film director 
3839 	 /m/0281rb 	 Tarzana	 district in Los Angeles, California 
3840 	 /m/0281rp 	 Studio City	 None 
3841 	 /m/0281s1 	 Sherman Oaks	 neighborhood in Los Angeles 
3842 	 /m/0281y0 	 Encino	 neighborhood in the San Fernando Valley region of Los Angeles, California 
3843 	 /m/02822 	 drama	 artwork intended for performance, formal type of literature 
3844 	 /m/02825cv 	 Walk Hard: The Dewey Cox Story	 2007 film by Jake Kasdan 
3845 	 /m/02825kb 	 Forgetting Sarah Marshall	 2008 film by Nicholas Stoller 
3846 	 /m/02825nf 	 Pineapple Express	 2008 American stoner action comedy film 
3847 	 /m/0282x 	 Douglas Adams	 English writer and humorist 
3848 	 /m/0283_zv 	 The Hustler	 1961 film by Robert Rossen 
3849 	 /m/0283d 	 drum and bass	 type of electronic music 
3850 	 /m/0283sdr 	 University of Otago	 university in New Zealand 
3851 	 /m/0283xx2 	 BBC Films	 film production company 
3852 	 /m/02847m9 	 Shine a Light	 2008 documentary film 
3853 	 /m/0284b56 	 Before the Devil Knows You're Dead	 2007 crime drama film 
3854 	 /m/0284gc 	 Coventry City F.C.	 English football club 
3855 	 /m/0284gcb 	 Ron Weiner	 American screenwriter 
3856 	 /m/0284h6 	 Millwall F.C.	 English professional association football club 
3857 	 /m/0284jb 	 North Hollywood	 district in the San Fernando Valley region of the city of Los Angeles California 
3858 	 /m/0284n42 	 Kevin O'Connell	 Sound engineer 
3859 	 /m/02856r 	 beat music	 pop and rock music genre that developed in the United Kingdom in the early 1960s 
3860 	 /m/0285c 	 Dave Grohl	 American rock musician, multi-instrumentalist, and singer-songwriter 
3861 	 /m/0285m87 	 Kingdom of Portugal	 kingdom in Southwestern Europe between 1139 and 1910 
3862 	 /m/0285r5d 	 2007 Major League Baseball season	 sports season 
3863 	 /m/0285xqh 	 Anurag Kashyap	 Indian film director, producer and screenwriter 
3864 	 /m/0286gm1 	 Who's Afraid of Virginia Woolf?	 1966 film by Mike Nichols 
3865 	 /m/0286hyp 	 The Spy Who Came in from the Cold	 1965 film by Martin Ritt, Paul Dehn, Guy Trosper 
3866 	 /m/0286vp 	 I Shot Andy Warhol	 1996 film by Mary Harron 
3867 	 /m/0287477 	 Wanted	 2008 American action thriller film 
3868 	 /m/0287xhr 	 Guangzhou Evergrande Taobao Football Club	 Chinese professional football club 
3869 	 /m/0288crq 	 Salim Kumar	 actor 
3870 	 /m/0288fyj 	 Manny Marroquin	 American mixing engineer 
3871 	 /m/0288zy 	 Mills College	 liberal arts and sciences college located in the San Francisco Bay Area 
3872 	 /m/02896 	 Dallas Cowboys	 American football team 
3873 	 /m/02897w 	 Willamette University	 private university located in Salem, Oregon 
3874 	 /m/0289q 	 Denver Broncos	 National Football League franchise in Denver, Colorado 
3875 	 /m/028_yv 	 Once Upon a Time in America	 1984 film by Sergio Leone 
3876 	 /m/028bs1p 	 Yunus Parvez	 Indian actor 
3877 	 /m/028c_8 	 catcher	 defensive position in baseball and softball played behind home plate, facing the field 
3878 	 /m/028cg00 	 The Mummy: Tomb of the Dragon Emperor	 2008 American adventure film, third installment in the "Mummy" series 
3879 	 /m/028cl7 	 visual kei	 music genre of Japanese origin 
3880 	 /m/028d4v 	 Catherine O'Hara	 Canadian-American actress, writer and comedienne 
3881 	 /m/028dcg 	 Bachelor of Fine Arts	 university degree 
3882 	 /m/028fjr 	 columnist	 someone who writes for publication in a series, creating an article that usually offers commentary and opinions 
3883 	 /m/028hc2 	 Lyle Lovett	 American musician 
3884 	 /m/028k2x 	 Batman Beyond	 1999-2001 American television series 
3885 	 /m/028k57 	 Eugene Levy	 Canadian actor 
3886 	 /m/028kb 	 December	 twelfth month in the Julian and Gregorian calendars 
3887 	 /m/028kj0 	 Orange County	 2002 film by Jake Kasdan 
3888 	 /m/028kk_ 	 music director	 director of music, for an orchestra, film, radio station, etc. 
3889 	 /m/028knk 	 Annette Bening	 American actress 
3890 	 /m/028lc8 	 Ben Johnson	 American film actor (1918-1996) 
3891 	 /m/028mc6 	 Tony Randall	 actor 
3892 	 /m/028mpr 	 Curitiba	 capital of the Brazilian state of Paraná 
3893 	 /m/028n3 	 Devon	 ceremonial county of England (use Q21694695 for administrative non-metropolitan county) 
3894 	 /m/028p0 	 Dante Alighieri	 Italian poet 
